name,online_order,book_table,rate,votes,approx_cost(for two people),listed_in(type),listed_in(city),has_phone,restaurant_type,Indian_dish,Foreign_dish,Mixed_dish
Crisp Cafe,No,No,4.0,97,1100.0,Dine-out,Indiranagar,1,mixed,0,1,0
Take 5,No,No,3.5,10,1300.0,Dine-out,Indiranagar,1,Lounge,0,1,0
Bites 2 Binge,Yes,No,3.7,19,750.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Cup Shup,Yes,No,2.8,185,500.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Chung Wah Express,Yes,No,2.8,94,600.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Sunny Side Bistro,No,No,3.7,69,700.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Cafe Coffee Day The Lounge,Yes,No,2.9,59,650.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Danny Lambas Punjabi Dhaba,Yes,No,3.5,98,600.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Bhagini Icon Boutique Hotel,Yes,No,3.1,6,600.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Hotel Hyperdine,Yes,No,2.5,66,350.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Raenss Cafe,Yes,No,2.4,129,600.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Shalimar,Yes,No,4.0,153,700.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
UBCR,Yes,No,3.3,5,350.0,Dine-out,Indiranagar,1,mixed,0,0,1
New Krishna Sagar,Yes,No,3.3,26,300.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Origami,No,No,3.4,11,700.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Rayalaseema Spice,No,No,3.6,116,650.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Shree Annapoorneshwari Mess,No,No,3.3,7,200.0,Dine-out,Indiranagar,1,Mess,1,0,0
Amexicano,No,No,3.8,31,400.0,Dine-out,Indiranagar,1,Food Truck,0,1,0
Pizza Hut,Yes,No,3.1,10,750.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Melting Spot,No,No,4.0,134,600.0,Dine-out,Indiranagar,1,mixed,0,1,0
Chaavadi,No,No,3.7,38,750.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Hotel Green Land,No,No,3.3,7,400.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Mast Kalandar,No,No,2.4,256,450.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Tea Garden,No,No,3.5,0,600.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Aishwarya Bar and Restaurant,No,No,3.691216896431196,0,800.0,Dine-out,Indiranagar,0,Bar,0,1,0
All Seasons Restaurants,No,No,5.0,0,700.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Swagath Authentic Nati Style,Yes,No,3.691216896431196,0,350.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
C-harge by Chefkraft,No,No,3.4,7,600.0,Dine-out,Indiranagar,1,Cafe,0,1,0
H3O,No,No,3.1,11,1000.0,Dine-out,Indiranagar,1,Bar,0,0,1
Bery's Cafe,No,No,3.691216896431196,0,150.0,Dine-out,Indiranagar,1,Beverage Shop,0,1,0
Sriracha Robata & Contemporary Pan Asian Dining,No,No,3.691216896431196,0,1000.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Cross Roads Cafe,Yes,No,3.0,59,500.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Head O State,No,Yes,3.8,198,1000.0,Dine-out,Indiranagar,1,mixed,0,0,1
Bhavani Sri,Yes,No,3.0,110,700.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Dakshin Biryani & Tiffin,Yes,No,3.4,334,550.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Fog City Cafe,Yes,No,4.5,0,500.0,Dine-out,Indiranagar,1,Cafe,0,1,0
One Night In Bangkok,No,No,3.691216896431196,0,1400.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Glen's Bakehouse,Yes,No,4.2,5299,600.0,Dine-out,Indiranagar,1,mixed,0,1,0
Mavalli Tiffin Room (MTR),No,No,4.3,1878,300.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
McDonald's,Yes,No,3.9,388,500.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Sendhoor Coffee,No,No,3.9,49,150.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
KFC,Yes,No,3.1,668,450.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Cita Pani,Yes,Yes,3.9,53,350.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Sri Udupi Park,Yes,No,4.2,770,300.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Gobble Up Churros Cafe,Yes,No,4.3,374,400.0,Dine-out,Indiranagar,1,Dessert Parlor,0,1,0
Taco Bell,Yes,No,4.2,387,600.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Chetty's Coffee,Yes,No,3.9,43,150.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Domino's Pizza,Yes,No,3.0,464,800.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Five Star Chicken,Yes,No,3.7,78,200.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Delite Chaat House,Yes,No,4.0,450,300.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
eat.fit,Yes,Yes,3.2,0,300.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Kanteen 038,Yes,No,4.0,50,200.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Burger King,Yes,No,4.0,1391,600.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Gundappa Donne Biryani,Yes,No,2.5,90,300.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Namdhari's Salad Bar,No,No,3.9,82,300.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Kitchen of Joy,Yes,No,4.1,566,400.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Leon Grill,Yes,No,4.2,315,500.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Biggies Burger 'n' More,Yes,No,4.3,183,650.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Misal Darbar,Yes,No,3.0,21,200.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Yomama!!,Yes,Yes,4.0,340,800.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Dal Roti Sabji,Yes,No,4.1,81,150.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Just Eat,Yes,No,5.0,0,500.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Cafe Srinidhi,No,No,3.4,90,200.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Khan Saheb Grills and Rolls,Yes,No,4.0,1072,350.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Achayyan's,Yes,No,3.8,405,350.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Snack House,Yes,No,3.8,22,200.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Cheesy Juicy Burgers,Yes,No,3.9,82,500.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Eat Well,Yes,No,3.5,32,400.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
The Chennai Express,No,No,3.8,166,200.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Peace Restaurant,Yes,No,2.6,124,500.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Paratha Plaza,Yes,No,3.7,155,200.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Kasol Cafe,No,No,3.0,0,400.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Shake It Off,Yes,No,4.2,159,600.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Srinidhi Sagar Food Line,Yes,No,3.7,129,40.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Pizza Joint Food Junction,Yes,No,3.1,8,350.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Donne Biriyani Mane,Yes,No,3.8,140,400.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Lakeview Milkbar,No,No,2.9,539,500.0,Dine-out,Indiranagar,1,mixed,0,1,0
Shreedevi,No,No,3.7,130,600.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Kylie's,No,No,4.2,261,500.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Big Mummy,Yes,No,3.9,214,400.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Happenwell Cafe Lounge,No,No,4.75,0,300.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Madurai Idly Shop,No,No,3.7,722,200.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Anju's Cafe,No,No,3.4,5,400.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Gowdru Hotel,Yes,No,3.9,199,400.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Shivaji Military Hotel,No,No,3.2,4,150.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Halli Mane Rotti,No,No,3.4,8,150.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Ammi's Biryani,No,No,2.7,231,350.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
California Burrito,No,No,4.2,253,400.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Ambur Biriyani,No,No,3.5,41,250.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Rotti Mane,Yes,No,3.6,20,200.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Annabell,Yes,No,4.0,264,700.0,Dine-out,Indiranagar,1,mixed,0,1,0
Wow Vada Pav,Yes,No,3.6,27,250.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
The French Loaf,Yes,No,3.5,138,400.0,Dine-out,Indiranagar,1,mixed,0,1,0
Kumbakonam Degree Coffee,Yes,No,3.8,66,200.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Sethji Home Made Food,Yes,No,3.6,228,350.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Pathaan Sir,Yes,No,3.4,155,250.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Curries And Pickles,Yes,No,3.8,77,250.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Chakum Chukum Calcutta On A Roll,Yes,No,3.4,89,400.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Aadhya's Fresh and Rich,No,No,5.0,0,250.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Subway,Yes,No,2.4,258,600.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Saka Eatery Outlet,Yes,No,3.7,41,150.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Ambur Dum Biriyani,No,No,3.1,10,200.0,Dine-out,Indiranagar,0,Quick Bites,1,0,0
Chai & Kadi,No,No,3.8,30,200.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Fullyfilled,Yes,No,4.0,48,200.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Chaithanya Veg,No,No,3.7,38,200.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Lazer Castle,No,No,3.0,28,300.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Popat,Yes,No,3.2,43,300.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Om Sai Skanda Dosa Camp,No,No,3.9,29,150.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Sree Vinayaka Puttukada,No,No,3.691216896431196,0,250.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Vani Hindu Military Hotel,No,No,3.3,4,250.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Chaithanya Xpress,No,No,3.6,12,300.0,Dine-out,Indiranagar,0,Quick Bites,1,0,0
Punjabi Khazana,No,No,3.5,40,400.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Rolls On Wheels,No,No,3.2,122,200.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Goli Vada Pav No. 1,No,No,3.6,39,200.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Himalyan Inn Tibet Kitchen,No,No,3.7,42,400.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Chitu's Kitchen,No,No,3.5,10,450.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Dal Chawal Roti,Yes,No,3.3,10,350.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Breadworks,Yes,No,2.9,48,500.0,Dine-out,Indiranagar,1,mixed,0,1,0
Dine @ 9 Paratha Corner,Yes,No,3.6,33,300.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Tayabbs,Yes,No,4.0,736,500.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Smoodys,No,No,3.0,14,350.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Ice Cubes,No,No,3.0,16,300.0,Dine-out,Indiranagar,0,Quick Bites,0,1,0
BR Military Hotel,No,No,3.1,6,300.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Five Star Cafe,No,No,3.8,29,350.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
King Burger Cafeteria,No,No,3.1,11,250.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Unique Brew Cafe Resto,No,No,3.691216896431196,0,150.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Bangalore Hotel,No,No,3.691216896431196,0,200.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Bismillah Ambur Biryani,No,No,3.1,8,150.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Reddy's Hotel,No,No,3.691216896431196,0,150.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Malabar Cafe,No,No,4.0,0,350.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Kolkatta Famous Chat,Yes,No,3.7,22,100.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Manju's Kitchen,Yes,No,3.3,13,200.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Kolkata Rolls & Hot Dum Biriyani On Dial,Yes,No,3.5,22,400.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Suvaai Restaurant,Yes,No,3.3,11,100.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Sai Donne Biryani,Yes,No,3.4,9,350.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Ideal Kitchen,Yes,No,3.5,26,250.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Sri Lakshmi Darshini Canteen,No,No,3.691216896431196,0,250.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Biryani Bazar,No,No,3.3,4,250.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
New Roll Centre,No,No,3.3,7,150.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Shahi Biryani,No,No,3.691216896431196,0,200.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Tasty Momos,No,No,3.691216896431196,0,200.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Brindhavanam Refreshment,No,No,3.691216896431196,0,200.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
SSD Kitchen,No,No,3.691216896431196,0,150.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Sri Sai Ganesh Andhra Mess,No,No,3.691216896431196,0,300.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Best Biryani,No,No,3.691216896431196,0,300.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Mini Wok,No,No,5.0,0,200.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Homely Kitchen,Yes,No,3.691216896431196,0,300.0,Dine-out,Indiranagar,1,mixed,0,0,1
Sri Vasavi Super Sandwich,No,No,3.1,19,200.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Juiceca,No,No,4.0,0,200.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Bismillah Ambur Biryani,No,No,3.0,0,200.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Cool cafe,No,No,3.0,0,200.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Hotel Blue Land,No,No,3.691216896431196,0,200.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
New Ambur Hot Dum Biryani,No,No,3.691216896431196,0,150.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Hatti Kaapi,No,No,4.0,0,200.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Bat Chef,Yes,No,2.6,26,500.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Sree Ganesh Juice Center,Yes,No,3.691216896431196,0,100.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
SOS,Yes,No,3.691216896431196,0,300.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Pathy's Kitchen,Yes,No,3.5,21,500.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Chowpatty,Yes,No,3.9,924,300.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Fresh Aahar,Yes,No,3.9,37,400.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Juicemaker,No,No,3.7,38,250.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Donne Biriyani House,Yes,No,4.0,472,300.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Kerala Mess,No,No,3.6,33,300.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Punjabi Dhaba,Yes,No,2.8,53,300.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Loveshack,No,Yes,4.0,1724,1600.0,Dine-out,Indiranagar,1,mixed,0,0,1
Pot Biryani,Yes,No,3.9,456,600.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Murphy's Brewhouse - The Paul Bangalore,No,Yes,4.3,2031,1700.0,Dine-out,Indiranagar,1,mixed,0,0,1
Sidewalk Cafe & Bar - The Paul Bangalore,Yes,Yes,4.2,217,1500.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Mani's Dum Biryani,Yes,No,4.0,682,750.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Plantain Leaf,Yes,No,3.9,521,600.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Green Pepper,Yes,No,3.8,259,600.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Vembanad - The Paul,No,Yes,4.2,325,1800.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Beijing Bites,Yes,No,3.1,282,850.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
The Hub & The Bar - Hotel Ramada Encore,No,No,4.0,115,1700.0,Dine-out,Indiranagar,1,mixed,0,0,1
Coast,Yes,No,3.3,59,750.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Rannaghar,Yes,No,3.9,138,600.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
The Paramount Hotel,Yes,No,2.9,319,1000.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Mood For Food,Yes,No,4.1,146,800.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Talk Over Table,No,No,4.0,284,500.0,Dine-out,Indiranagar,1,Cafe,0,1,0
The Biryanis,Yes,No,3.8,426,500.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Delicacy,Yes,No,3.9,647,500.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Bekal,Yes,No,4.0,277,700.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
D'Cafe,No,No,3.8,16,500.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Gurukrupa Paratha House,Yes,No,3.1,330,500.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
The Velu's,No,No,3.6,12,200.0,Dine-out,Indiranagar,1,Kiosk,0,1,0
Chef Inn Regency,No,No,3.3,4,800.0,Dine-out,Indiranagar,1,mixed,0,0,1
Knight Riders,No,No,2.4,25,1000.0,Dine-out,Indiranagar,1,Bar,0,1,0
Red Chilliez,Yes,No,3.6,216,550.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Jaishree Pavilion,No,No,3.7,34,700.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Sree Spicy Hub,Yes,No,3.9,224,600.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Chaai Resto,Yes,No,5.0,0,200.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Savoury Express,Yes,No,3.6,31,800.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Vinny's,Yes,No,4.1,360,600.0,Dine-out,Indiranagar,1,Casual Dining,0,1,0
Bengaluru House,No,No,3.7,45,500.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
HomeDeli Kitchen,Yes,No,3.0,398,600.0,Dine-out,Indiranagar,1,mixed,0,0,1
Donne Biriyani Mane,Yes,No,3.8,161,400.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Masala Dani - The Paul,No,No,3.7,56,1800.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Andhra Mess,Yes,No,3.2,128,400.0,Dine-out,Indiranagar,1,Mess,0,0,1
Quench Bar,No,No,4.0,108,1300.0,Dine-out,Indiranagar,1,Bar,0,1,0
Malabar,Yes,No,3.0,159,400.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Banana Leaf,No,No,3.5,12,500.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Walnut Kitchen,No,No,3.0,10,500.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Bharanis,Yes,No,3.7,16,600.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Sbarro,No,No,3.4,16,500.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
New Shanthi Sagar,No,No,2.8,118,450.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Fazzito Kitchen,No,No,3.8,210,700.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Night Booze,No,No,3.2,8,600.0,Dine-out,Indiranagar,1,mixed,0,0,1
Sandras Bar & Restaurant,No,No,3.2,10,600.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Allahabadi Tadaka,No,No,2.9,46,250.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Avanti Indian Barbeque & Grill,No,No,3.4,46,1100.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Sri Ganesh Fruit Juice Centre,Yes,No,3.6,17,100.0,Dine-out,Indiranagar,1,Beverage Shop,0,1,0
Chinese Fire Dragon,Yes,No,3.4,25,550.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Swaadpurna,Yes,No,3.6,51,450.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Ambur Hot Dum Biriyani,No,No,3.2,5,200.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Serenitea4u,No,No,3.4,9,100.0,Dine-out,Indiranagar,1,mixed,0,1,0
Haveli,No,No,3.6,22,300.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Taste Of Nawaab's,No,No,3.6,22,600.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Cafe Velvette,No,No,3.5,11,400.0,Dine-out,Indiranagar,1,mixed,0,1,0
Hot Spot Cafe,No,No,2.9,17,150.0,Dine-out,Indiranagar,1,Cafe,0,1,0
The Cool Zone,No,No,3.691216896431196,0,100.0,Dine-out,Indiranagar,1,Beverage Shop,0,1,0
Rahaman's Mess,No,No,3.691216896431196,0,200.0,Dine-out,Indiranagar,1,Mess,1,0,0
Aahar Cafe,No,No,3.691216896431196,0,300.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Nawabi Kitchen,No,No,3.691216896431196,0,600.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
9th Cross Cafe,No,No,3.6,12,550.0,Dine-out,Indiranagar,1,Cafe,0,1,0
Origin Espresso Bar,No,No,3.75,0,555.5920026514856,Dine-out,Indiranagar,0,Cafe,0,1,0
Sri Udupi Food Hub,No,No,3.691216896431196,0,500.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Aathurar,Yes,No,3.2,574,600.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Kaayal,Yes,No,3.0,253,500.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Crunch Pizzas,Yes,No,2.8,91,600.0,Dine-out,Indiranagar,1,mixed,0,1,0
Chakh Le Foods,Yes,Yes,3.4,257,500.0,Dine-out,Indiranagar,1,Casual Dining,0,0,1
Kerala Vibes,No,No,3.6,80,500.0,Dine-out,Indiranagar,1,Casual Dining,1,0,0
Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,Yes,No,4.4,580,450.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Cafe Grill,Yes,No,4.1,496,300.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Samosa Party,Yes,No,4.1,372,150.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Chandni Chowk 2 Bangalore,Yes,No,4.2,241,400.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Motis Kitchen,Yes,No,4.1,551,350.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
DVG Benne Dosa,Yes,No,4.0,25,150.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Red Kitchen,Yes,No,3.2,146,200.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Snacks Joint,Yes,No,3.8,185,150.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Kerala Pavilion,Yes,No,3.9,302,300.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Spicy Corner,Yes,No,3.9,187,250.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Bharpur Aahar,Yes,No,3.9,418,200.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Sri Krishna Sagar,No,No,3.6,64,150.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Taza Tawa,Yes,No,3.8,168,450.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Thunder Fried Chicken,Yes,No,3.6,179,350.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Hotel Karavali,Yes,No,3.7,257,450.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Johny's Kitchen,Yes,No,4.1,59,300.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Laddoos,Yes,No,2.9,229,250.0,Dine-out,Indiranagar,1,mixed,0,0,1
Chai Resto,No,No,3.3,5,200.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Banarasi Tadka,No,No,2.7,16,200.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Venus Biryani,Yes,No,3.0,143,200.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
No More Hungry,Yes,No,3.3,214,450.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Faasos,Yes,No,4.1,110,500.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Swaad,Yes,No,3.1,25,200.0,Dine-out,Indiranagar,1,Quick Bites,1,0,0
Bob's Restaurant,Yes,No,4.0,330,500.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Calcutta Victoria Chat House,No,No,3.5,217,150.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Omleterian,Yes,No,2.0,0,200.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Meat And Eat,Yes,No,3.1,73,500.0,Dine-out,Indiranagar,1,Quick Bites,0,1,0
Shri Krishna Bhavan,No,No,3.7,96,350.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
Nizaam's Kaati Rolls & Kebabs,Yes,No,3.7,110,450.0,Dine-out,Indiranagar,1,Quick Bites,0,0,1
